GMT TIME, Coal Market, Coal Self, Diesel Fuel Oil, Hydro, Natural Gas, Nuclear, Solar, Waste Disposal Services, Wind, Waste Heat, Other
2021-05-26T05:00:00Z,10068.50,4417.20,12.70,721.25,7488.00,2015.00,140.00,11.00,21067.41,0.00,49.25
2021-05-26T06:00:00Z,10003.50,3872.62,12.70,720.00,7715.33,2015.00,140.00,11.00,21009.28,0.00,49.11
2021-05-26T07:00:00Z,10068.50,4013.45,12.70,707.33,7659.50,2015.00,140.00,11.00,20796.81,0.00,49.33
2021-05-26T08:00:00Z,10068.50,4039.20,12.70,704.00,7658.83,2015.00,140.00,11.00,20449.49,0.00,49.18
2021-05-26T09:00:00Z,10068.50,4130.20,12.70,742.50,7851.62,2015.00,140.00,11.00,20183.44,0.00,49.27
2021-05-26T10:00:00Z,10418.50,3804.20,12.70,860.50,8738.95,2015.00,140.00,11.00,19690.11,0.00,49.58
2021-05-26T11:00:00Z,10356.50,3807.20,12.70,1593.67,9612.61,2015.00,144.90,11.00,19474.13,0.00,49.77
2021-05-26T12:00:00Z,10069.80,3815.20,12.70,1696.50,10346.53,2015.00,149.70,11.00,19239.43,0.00,50.05
2021-05-26T13:00:00Z,10173.13,3820.20,12.70,1815.00,11214.77,2015.00,178.60,11.00,18842.13,0.00,41.15
2021-05-26T14:00:00Z,10212.80,3820.20,12.70,1955.67,11402.02,2015.00,194.00,11.00,18669.53,0.00,45.37
2021-05-26T15:00:00Z,10212.80,4000.20,13.08,2103.00,11645.98,2015.00,210.20,11.00,18801.40,0.00,47.88
2021-05-26T16:00:00Z,10207.55,4005.20,12.70,2097.33,11726.03,2015.00,207.50,11.00,18941.53,0.00,46.80
2021-05-26T17:00:00Z,10149.80,4005.87,12.70,2181.00,11729.40,2015.00,211.80,11.00,19123.79,0.00,47.02
2021-05-26T18:00:00Z,10148.97,4018.20,12.70,2210.00,11730.05,2015.00,211.90,11.00,19660.50,0.00,47.18
2021-05-26T19:00:00Z,10150.47,4018.20,12.70,1982.33,11274.55,2015.00,208.80,11.00,20086.30,0.00,47.72
2021-05-26T20:00:00Z,10212.80,4023.20,12.70,1885.67,11144.15,2015.00,205.10,11.00,20485.42,0.00,50.95
2021-05-26T21:00:00Z,10266.70,3907.00,12.70,1879.00,10885.18,2015.00,202.10,11.00,21037.83,0.00,50.78
2021-05-26T22:00:00Z,10307.95,3770.33,12.70,1734.53,10519.75,2015.00,193.88,11.00,21607.65,0.00,49.83
2021-05-26T23:00:00Z,9535.70,4197.00,12.70,1746.50,10389.43,2015.00,181.08,11.00,21930.06,0.00,46.43
2021-05-27T00:00:00Z,9421.40,4238.97,46.03,1751.00,9065.30,2015.00,163.08,11.00,22146.81,0.00,52.07
2021-05-27T01:00:00Z,9406.90,4323.80,52.70,1615.02,7789.78,2015.00,145.82,11.00,22922.61,0.00,61.33
2021-05-27T02:00:00Z,9055.15,4622.80,52.70,1500.25,6873.08,2015.00,140.00,11.00,23263.24,0.00,61.21
2021-05-27T03:00:00Z,9073.90,4616.80,52.70,853.03,6085.88,2015.00,140.00,11.00,23524.46,0.00,60.60
2021-05-27T04:00:00Z,9073.90,4610.80,52.70,723.00,5973.80,2015.00,140.00,9.67,23613.55,0.00,60.48
