GMT TIME, Coal Market, Coal Self, Diesel Fuel Oil, Hydro, Natural Gas, Nuclear, Solar, Waste Disposal Services, Wind, Waste Heat, Other
2021-04-14T05:00:00Z,8381.17,2647.00,10.00,740.17,6720.95,803.00,150.00,10.00,20179.05,0.00,51.56
2021-04-14T06:00:00Z,8102.00,2647.00,5.00,729.00,7033.10,803.00,150.00,10.00,20071.14,0.00,51.60
2021-04-14T07:00:00Z,8437.00,3307.00,0.00,729.00,7281.64,803.00,150.02,10.00,20073.09,0.00,51.50
2021-04-14T08:00:00Z,8437.00,3564.07,0.00,717.33,7689.77,803.00,150.01,10.00,20048.48,0.00,51.12
2021-04-14T09:00:00Z,8437.00,3638.20,0.00,729.00,7770.48,803.00,150.00,10.00,20179.44,0.00,46.58
2021-04-14T10:00:00Z,8548.20,3527.00,0.00,878.25,8506.77,803.00,150.00,10.00,20154.40,0.00,48.22
2021-04-14T11:00:00Z,8548.20,3527.00,0.00,1542.33,9026.13,803.00,150.00,10.00,20260.87,0.00,51.98
2021-04-14T12:00:00Z,8535.93,3527.00,0.00,1563.82,9306.65,803.00,153.99,10.00,20195.25,0.00,51.91
2021-04-14T13:00:00Z,8508.20,3527.00,22.73,1573.92,9258.13,803.00,145.08,10.00,19862.98,0.00,42.03
2021-04-14T14:00:00Z,9388.20,2652.18,36.67,1674.42,9232.42,803.00,150.87,10.00,19662.07,0.00,42.05
2021-04-14T15:00:00Z,9388.20,2691.20,36.10,1647.67,9020.75,803.00,158.88,10.00,19611.82,0.00,42.11
2021-04-14T16:00:00Z,9414.40,2665.00,27.14,1573.00,8776.77,803.00,163.50,10.00,19549.88,0.00,42.03
2021-04-14T17:00:00Z,9405.13,2697.00,23.12,1459.00,9014.80,803.00,166.90,10.00,19299.06,0.00,42.04
2021-04-14T18:00:00Z,9303.20,2697.00,20.85,1422.00,8731.77,803.00,171.40,10.00,19207.59,0.00,42.04
2021-04-14T19:00:00Z,9303.20,2697.00,20.00,1365.00,8609.27,803.00,174.90,10.00,19173.26,0.00,42.02
2021-04-14T20:00:00Z,9303.20,2697.00,20.00,1392.83,8883.56,803.00,176.80,10.00,19169.43,0.00,42.79
2021-04-14T21:00:00Z,9303.20,2697.00,20.00,1472.00,9172.92,803.00,177.40,10.00,19203.57,0.00,42.79
2021-04-14T22:00:00Z,9315.70,2697.00,20.00,1473.00,9096.12,803.00,178.90,10.00,19254.39,0.00,42.05
2021-04-14T23:00:00Z,9328.20,2706.27,20.00,1624.58,9257.33,803.00,169.78,10.00,19311.39,0.00,41.10
2021-04-15T00:00:00Z,9328.20,2743.33,20.00,1726.00,9737.14,803.00,151.16,10.00,19303.69,0.00,36.52
2021-04-15T01:00:00Z,9328.20,2810.95,20.00,1737.00,9845.10,803.00,144.90,10.00,19273.30,0.00,37.57
2021-04-15T02:00:00Z,9328.20,2841.20,18.33,1404.33,9345.55,803.00,140.00,10.00,19280.20,0.00,41.80
2021-04-15T03:00:00Z,9328.20,2841.20,3.33,800.22,8816.42,803.00,140.00,10.00,19138.93,0.00,41.79
2021-04-15T04:00:00Z,9328.20,2841.20,0.00,715.33,8434.63,803.00,140.00,10.00,19101.03,0.00,41.80
