GMT TIME, Coal Market, Coal Self, Diesel Fuel Oil, Hydro, Natural Gas, Nuclear, Solar, Waste Disposal Services, Wind, Waste Heat, Other
2022-05-02T05:00:00Z,6538.50,3138.00,0.00,556.25,4435.70,1837.00,140.00,11.00,26120.21,0.00,61.70
2022-05-02T06:00:00Z,6276.00,3090.25,0.00,555.00,4305.77,1863.00,140.00,11.00,26121.68,0.00,62.22
2022-05-02T07:00:00Z,6276.00,3149.00,0.00,555.00,3196.10,1888.00,140.00,11.00,26146.60,0.00,62.30
2022-05-02T08:00:00Z,6276.00,3149.00,0.00,555.00,2920.98,1913.00,140.00,11.00,26098.38,0.00,62.30
2022-05-02T09:00:00Z,6311.13,3393.00,0.00,555.00,3137.36,1929.00,140.00,11.00,26033.24,0.00,62.30
2022-05-02T10:00:00Z,6374.05,3025.00,0.00,740.67,3352.78,1945.00,140.00,11.00,25127.71,0.00,65.00
2022-05-02T11:00:00Z,6132.13,1971.00,0.00,1202.75,3718.93,1957.00,144.90,11.00,24605.95,0.00,65.00
2022-05-02T12:00:00Z,6456.37,1979.00,0.00,1246.00,4923.20,1969.00,147.91,11.00,24766.57,0.00,66.30
2022-05-02T13:00:00Z,6427.20,1995.00,0.00,1305.00,5380.46,1981.00,189.30,11.00,24619.74,0.00,72.90
2022-05-02T14:00:00Z,6152.20,1995.00,2.10,1390.75,5653.93,1993.00,206.50,11.00,24379.88,0.00,74.20
2022-05-02T15:00:00Z,6027.20,1995.00,2.80,1465.00,6263.27,2005.00,215.10,11.00,24696.72,0.00,74.20
2022-05-02T16:00:00Z,6027.20,1995.00,2.33,1409.50,6495.46,2017.00,213.60,11.00,24810.38,0.00,77.63
2022-05-02T17:00:00Z,6027.20,2164.50,0.00,1396.50,6564.77,2027.00,211.50,7.67,25074.71,0.00,84.30
2022-05-02T18:00:00Z,6027.20,2334.00,0.00,1358.50,6432.33,2027.00,212.30,7.00,25854.55,0.00,79.70
2022-05-02T19:00:00Z,6057.20,2568.67,5.04,1336.00,6423.13,2027.00,212.20,7.00,26401.33,0.00,79.70
2022-05-02T20:00:00Z,6387.20,3513.00,1.16,1388.50,6422.18,2027.00,212.10,7.00,26591.89,0.00,78.84
2022-05-02T21:00:00Z,6387.20,3288.00,0.00,1457.00,6292.25,2027.00,210.50,7.00,26613.49,0.00,78.88
2022-05-02T22:00:00Z,6387.20,3538.00,0.00,1468.25,6416.48,2027.00,211.10,7.00,25712.42,0.00,69.93
2022-05-02T23:00:00Z,6726.20,3454.00,0.00,1472.00,6125.37,2027.00,205.30,7.00,25269.39,0.00,64.00
2022-05-03T00:00:00Z,6726.20,3359.00,0.00,1440.50,5957.83,2027.00,170.10,7.00,25700.53,0.00,62.20
2022-05-03T01:00:00Z,6726.20,3359.00,0.00,1358.00,5827.43,2027.00,146.71,7.00,25709.59,0.00,62.20
2022-05-03T02:00:00Z,6726.20,3424.00,3.18,1318.27,5712.63,2027.00,140.00,7.00,25775.00,0.00,61.60
2022-05-03T03:00:00Z,6726.20,3424.00,17.50,877.59,5363.52,2027.00,140.00,7.00,25759.02,0.00,61.60
2022-05-03T04:00:00Z,6726.20,3459.00,22.83,629.67,4786.09,2027.00,140.00,7.00,25649.41,0.00,61.60
