GMT TIME, Coal Market, Coal Self, Diesel Fuel Oil, Hydro, Natural Gas, Nuclear, Solar, Waste Disposal Services, Wind, Waste Heat, Other
2023-07-10T05:00:00Z,10622.20,5501.00,13.00,770.15,13976.03,1985.00,140.92,10.00,23890.95,0.00,83.90
2023-07-10T06:00:00Z,10622.20,5509.75,0.00,767.04,13267.03,1985.00,140.90,10.00,23998.42,0.00,83.90
2023-07-10T07:00:00Z,10622.20,5536.00,0.00,764.57,12939.20,1985.00,140.85,10.00,24195.38,0.00,79.00
2023-07-10T08:00:00Z,10622.20,5596.00,0.00,763.14,12768.30,1985.00,140.87,10.00,24267.45,0.00,80.57
2023-07-10T09:00:00Z,10622.20,5596.00,0.00,763.13,13013.50,1985.00,140.81,10.00,24350.93,0.00,80.40
2023-07-10T10:00:00Z,10622.20,5507.10,0.00,786.51,13267.07,1985.00,140.92,10.00,24478.51,0.00,86.77
2023-07-10T11:00:00Z,10826.20,5511.10,0.00,1175.20,13621.22,1985.00,144.40,10.00,24283.90,0.00,86.85
2023-07-10T12:00:00Z,10826.20,5516.12,0.00,1287.97,14411.55,1985.00,163.97,10.00,24094.18,0.00,93.63
2023-07-10T13:00:00Z,10826.20,5562.10,0.00,1541.75,14945.07,1985.00,216.10,10.00,23390.00,0.00,140.35
2023-07-10T14:00:00Z,10826.20,5571.10,0.00,1563.00,15794.08,1985.00,236.10,10.00,23090.33,0.00,145.97
2023-07-10T15:00:00Z,10826.20,5579.10,0.00,1364.00,15997.93,1985.00,245.60,10.00,23262.01,0.00,146.40
2023-07-10T16:00:00Z,10826.20,5592.10,0.00,1498.00,16525.83,1985.00,251.90,10.00,23565.54,0.00,146.26
2023-07-10T17:00:00Z,10903.20,5597.10,0.00,1589.00,16980.03,1985.00,255.20,10.00,23831.34,0.00,150.45
2023-07-10T18:00:00Z,10903.20,5597.10,0.00,1690.00,17767.72,1985.00,254.10,10.00,23981.34,0.00,144.25
2023-07-10T19:00:00Z,10933.20,5597.10,15.00,1719.00,19140.77,1985.00,252.20,10.00,24128.96,0.00,143.30
2023-07-10T20:00:00Z,11023.20,5597.10,59.25,1695.50,19671.54,1985.00,244.40,10.00,24183.11,0.00,143.55
2023-07-10T21:00:00Z,11023.20,5597.10,101.00,1682.17,19844.87,1985.00,222.60,10.00,24160.83,0.00,141.00
2023-07-10T22:00:00Z,10988.78,5597.10,95.00,1679.00,19727.88,1985.00,202.90,10.00,24154.33,0.00,99.10
2023-07-10T23:00:00Z,10964.20,5597.10,72.67,1647.00,19398.48,1985.00,187.10,10.00,24292.97,0.00,95.00
2023-07-11T00:00:00Z,10956.95,5597.10,52.00,1583.33,18743.80,1985.00,173.24,10.00,24484.63,0.00,89.24
2023-07-11T01:00:00Z,10935.20,5584.10,26.00,1447.92,17202.94,1985.00,148.35,10.00,25098.50,0.00,89.90
2023-07-11T02:00:00Z,10824.00,5680.30,0.00,1121.17,15678.13,1985.00,141.35,10.00,25731.60,0.00,99.90
2023-07-11T03:00:00Z,10824.00,5673.30,0.00,828.26,13950.08,1985.00,140.89,9.67,26088.75,0.00,99.56
2023-07-11T04:00:00Z,10619.00,5627.30,0.00,838.08,11568.60,1985.00,140.97,8.00,26431.17,0.00,89.60
