GMT TIME, Coal Market, Coal Self, Diesel Fuel Oil, Hydro, Natural Gas, Nuclear, Solar, Waste Disposal Services, Wind, Waste Heat, Other
2021-08-20T05:00:00Z,14592.50,4134.90,9.40,720.33,8551.08,780.00,140.00,11.00,23846.02,0.00,41.70
2021-08-20T06:00:00Z,14292.50,4184.90,9.40,719.67,8625.10,780.00,140.00,11.00,23562.10,0.00,41.70
2021-08-20T07:00:00Z,13957.50,4170.90,9.40,717.00,8629.10,780.00,140.00,11.00,23391.82,0.00,41.70
2021-08-20T08:00:00Z,13957.50,4225.90,9.40,717.00,8686.93,780.00,140.00,11.00,23180.57,0.00,41.70
2021-08-20T09:00:00Z,13957.50,4333.90,9.40,759.33,8972.24,780.00,140.00,11.00,23102.50,0.00,42.00
2021-08-20T10:00:00Z,14368.70,4426.70,9.40,848.00,9454.22,780.00,140.00,9.00,23104.05,0.00,42.00
2021-08-20T11:00:00Z,14592.70,4930.70,9.40,1377.42,9865.80,780.00,144.90,9.17,23106.91,0.00,43.50
2021-08-20T12:00:00Z,14664.62,4935.70,9.40,1717.00,10115.28,780.00,145.17,11.00,23062.59,0.00,54.70
2021-08-20T13:00:00Z,15015.70,4912.78,9.40,1852.00,10642.17,780.00,165.17,11.00,22983.99,0.00,56.25
2021-08-20T14:00:00Z,14977.20,4866.78,17.73,1912.67,11665.74,780.00,188.90,11.00,23124.65,0.00,53.80
2021-08-20T15:00:00Z,14973.70,4900.70,9.40,1983.00,12934.02,780.00,196.40,11.00,22974.70,0.00,53.10
2021-08-20T16:00:00Z,14973.70,4903.70,21.90,2239.08,13477.80,780.00,198.60,11.00,22864.60,0.00,53.10
2021-08-20T17:00:00Z,14558.03,5244.70,9.40,2444.75,13804.68,780.00,198.80,11.00,22786.87,0.00,53.10
2021-08-20T18:00:00Z,15155.70,4725.70,9.40,2482.67,13979.35,780.00,200.00,11.00,22567.45,0.00,53.70
2021-08-20T19:00:00Z,15155.70,4727.70,9.40,2448.75,14240.53,780.00,199.80,11.00,22527.95,0.00,56.50
2021-08-20T20:00:00Z,15471.78,4388.20,9.40,2367.25,14292.63,780.00,199.30,11.00,22633.35,0.00,55.20
2021-08-20T21:00:00Z,15464.70,4386.70,9.40,2086.00,14411.82,780.00,196.80,11.00,22876.87,0.00,54.87
2021-08-20T22:00:00Z,15436.37,4385.70,9.40,1967.33,14023.90,780.00,192.50,11.00,23188.63,0.00,53.60
2021-08-20T23:00:00Z,15449.70,4383.70,9.40,1876.00,13353.75,780.00,183.02,11.00,23175.15,0.00,53.30
2021-08-21T00:00:00Z,15449.70,4380.70,9.40,1745.58,12659.22,780.00,160.50,11.00,23213.90,0.00,53.32
2021-08-21T01:00:00Z,15448.62,4377.70,9.40,1479.50,12007.15,780.00,146.93,11.00,23259.96,0.00,53.30
2021-08-21T02:00:00Z,15419.70,4168.70,9.40,1144.03,10600.85,780.00,140.00,11.00,23510.66,0.00,50.58
2021-08-21T03:00:00Z,15264.70,4122.70,9.40,777.03,9304.72,780.00,140.00,11.00,23640.03,0.00,50.30
2021-08-21T04:00:00Z,15264.70,4116.70,9.40,770.00,9181.59,780.00,140.00,11.00,23437.97,0.00,50.30
