GMT TIME, Coal Market, Coal Self, Diesel Fuel Oil, Hydro, Natural Gas, Nuclear, Solar, Waste Disposal Services, Wind, Waste Heat, Other
2022-01-01T06:00:00Z,4071.50,8636.10,0.00,415.92,3520.65,2037.00,140.00,11.00,25284.61,0.00,49.22
2022-01-01T07:00:00Z,3751.50,8761.35,0.00,380.00,3502.93,2037.00,140.00,11.00,25486.78,0.00,46.31
2022-01-01T08:00:00Z,3744.30,9736.68,0.00,379.00,3517.41,2037.00,140.00,11.00,25637.85,0.00,46.34
2022-01-01T09:00:00Z,3751.50,10124.10,0.00,369.00,4063.88,2037.00,140.00,11.00,25762.23,0.00,46.30
2022-01-01T10:00:00Z,3751.50,10656.60,0.00,362.00,4289.53,2037.00,140.00,11.00,25691.71,0.00,46.30
2022-01-01T11:00:00Z,4631.50,10504.27,0.00,409.00,4714.52,2037.00,140.00,11.00,25559.56,0.00,44.90
2022-01-01T12:00:00Z,5136.50,10249.52,0.00,670.00,5090.03,2037.00,140.00,11.00,25589.34,0.00,43.10
2022-01-01T13:00:00Z,5136.50,10129.60,0.00,666.42,6183.70,2037.00,140.00,11.00,25706.38,0.00,43.10
2022-01-01T14:00:00Z,5640.50,9270.10,0.00,666.00,7196.90,2037.00,147.17,11.00,25849.52,0.00,43.10
2022-01-01T15:00:00Z,5640.50,10042.10,0.00,667.00,7459.09,2037.00,169.50,11.00,25770.17,0.00,43.10
2022-01-01T16:00:00Z,5640.50,10201.10,0.00,727.00,8009.93,2037.00,174.70,11.00,25878.39,0.00,44.50
2022-01-01T17:00:00Z,5640.50,10475.10,0.00,745.08,8148.07,2037.00,174.70,11.00,25851.73,0.00,44.50
2022-01-01T18:00:00Z,5640.50,10520.68,0.00,797.08,8680.43,2037.00,174.55,11.00,25836.82,0.00,44.50
2022-01-01T19:00:00Z,6750.50,9925.17,0.00,776.50,9618.67,2037.00,174.00,11.00,25832.30,0.00,44.50
2022-01-01T20:00:00Z,6750.50,9999.30,0.00,787.00,9654.48,2037.00,176.00,11.00,25735.13,0.00,50.00
2022-01-01T21:00:00Z,6750.50,10040.30,0.00,798.67,9616.57,2037.00,176.40,11.00,25648.15,0.00,50.00
2022-01-01T22:00:00Z,6750.50,10042.30,0.00,920.33,10080.83,2037.00,167.30,11.00,25586.00,0.00,50.00
2022-01-01T23:00:00Z,6750.50,10011.12,0.00,1128.92,10571.33,2037.00,142.48,11.00,25496.27,0.00,50.00
2022-01-02T00:00:00Z,6750.50,9905.09,0.00,1112.00,10789.34,2037.00,140.00,10.67,25404.00,0.00,54.37
2022-01-02T01:00:00Z,6750.50,10004.30,0.00,1124.00,11348.65,2037.00,140.00,11.00,25255.90,0.00,60.40
2022-01-02T02:00:00Z,6750.50,10003.30,9.33,978.00,11326.40,2037.00,140.00,11.00,25210.75,0.00,60.93
2022-01-02T03:00:00Z,6750.50,10002.30,16.00,826.03,11264.50,2037.00,140.00,11.00,25072.37,0.00,61.00
2022-01-02T04:00:00Z,6750.50,10000.30,16.00,551.06,11023.40,2037.00,140.00,11.00,24898.86,0.00,61.00
2022-01-02T05:00:00Z,6750.50,9998.30,16.00,531.00,11013.80,2037.00,140.00,11.00,24761.02,0.00,61.00
