GMT TIME, Coal Market, Coal Self, Diesel Fuel Oil, Hydro, Natural Gas, Nuclear, Solar, Waste Disposal Services, Wind, Waste Heat, Other
2023-05-21T05:00:00Z,7703.90,3632.00,0.00,523.02,10530.12,2010.00,140.62,10.70,24642.50,0.00,289.73
2023-05-21T06:00:00Z,7703.90,3632.00,0.00,520.00,9928.45,2010.00,140.58,10.70,24884.50,0.00,286.40
2023-05-21T07:00:00Z,7703.90,3634.00,0.00,520.00,9793.60,2010.00,140.58,10.70,24965.40,0.00,285.98
2023-05-21T08:00:00Z,7703.90,4067.33,0.00,528.33,9802.90,2010.00,140.61,10.70,25006.47,0.00,286.40
2023-05-21T09:00:00Z,7703.90,4154.00,0.00,540.00,9752.50,2010.00,140.62,10.70,24965.05,0.00,286.40
2023-05-21T10:00:00Z,7703.90,4154.00,0.00,573.01,9742.20,2010.00,140.67,10.70,24766.40,0.00,286.50
2023-05-21T11:00:00Z,7703.90,4154.00,0.00,876.25,10174.72,2010.00,143.27,10.70,24542.70,0.00,286.50
2023-05-21T12:00:00Z,7641.80,4199.00,0.00,1019.00,10842.18,2010.00,162.10,10.70,24020.90,0.00,287.50
2023-05-21T13:00:00Z,8223.90,3683.00,0.00,1019.00,11170.65,2010.00,220.90,10.70,23513.18,0.00,298.95
2023-05-21T14:00:00Z,8408.90,3684.00,0.00,1019.00,11195.40,2010.00,231.90,10.70,23096.46,0.00,299.70
2023-05-21T15:00:00Z,8408.90,3675.25,0.00,1037.00,11119.95,2010.00,236.00,10.70,22957.15,0.00,299.70
2023-05-21T16:00:00Z,8428.90,3631.00,0.00,1035.00,11089.30,2010.00,246.00,10.70,22730.48,0.00,299.37
2023-05-21T17:00:00Z,8416.90,3634.00,0.00,1186.67,11067.75,2010.00,252.30,10.70,22897.92,0.00,295.13
2023-05-21T18:00:00Z,8416.90,3634.00,0.00,1435.00,11140.26,2010.00,251.90,10.70,22823.23,0.00,295.05
2023-05-21T19:00:00Z,8416.90,3634.00,0.00,1463.67,11202.00,2010.00,247.90,10.70,22849.20,0.00,294.97
2023-05-21T20:00:00Z,8416.90,3634.00,0.00,1549.00,11394.98,2010.00,241.50,10.70,23043.71,0.00,298.67
2023-05-21T21:00:00Z,8416.90,3634.00,0.00,1613.50,11368.08,2010.00,221.60,10.70,23195.08,0.00,299.33
2023-05-21T22:00:00Z,8416.90,3634.00,0.00,1544.83,11439.03,2010.00,214.70,10.70,23321.78,0.00,300.17
2023-05-21T23:00:00Z,8416.90,3029.00,68.00,1426.00,11320.20,2010.00,198.63,10.70,23426.23,0.00,298.27
2023-05-22T00:00:00Z,8406.90,3009.00,204.00,1272.00,11159.02,2010.00,171.61,10.70,23555.28,0.00,291.55
2023-05-22T01:00:00Z,8396.90,3007.00,195.75,1210.50,10911.53,2010.00,146.54,10.70,23880.86,0.00,281.47
2023-05-22T02:00:00Z,8306.90,3001.00,105.00,1110.00,10179.70,2010.00,140.07,10.70,24344.64,0.00,281.30
2023-05-22T03:00:00Z,8211.90,2962.00,105.00,795.03,9045.10,2010.00,140.07,10.70,24860.18,0.00,271.40
2023-05-22T04:00:00Z,8211.90,3113.36,105.00,710.45,8413.95,2010.00,140.10,10.70,25186.95,0.00,273.04
