GMT TIME, Coal Market, Coal Self, Diesel Fuel Oil, Hydro, Natural Gas, Nuclear, Solar, Waste Disposal Services, Wind, Waste Heat, Other
2022-10-09T05:00:00Z,8306.70,2758.00,0.00,570.00,9349.83,0.00,140.76,10.60,23054.55,0.00,97.60
2022-10-09T06:00:00Z,8306.70,2389.00,0.00,564.00,9307.70,0.00,140.76,10.60,23306.85,0.00,97.60
2022-10-09T07:00:00Z,8306.70,2261.00,0.00,564.00,9316.30,0.00,140.68,10.60,23397.68,0.00,92.60
2022-10-09T08:00:00Z,8306.70,2261.00,0.00,564.00,9490.15,0.00,140.60,10.60,23365.76,0.00,92.60
2022-10-09T09:00:00Z,8306.70,2391.00,0.00,564.00,9718.48,0.00,140.55,10.60,23323.13,0.00,92.60
2022-10-09T10:00:00Z,8311.70,2391.00,0.00,572.70,10131.80,0.00,140.62,10.60,23243.86,0.00,92.70
2022-10-09T11:00:00Z,8311.70,2391.00,0.00,842.76,10743.58,0.00,140.62,10.60,23335.48,0.00,92.70
2022-10-09T12:00:00Z,8311.70,2391.00,0.00,845.25,11319.21,0.00,145.54,10.60,23044.65,0.00,92.70
2022-10-09T13:00:00Z,8260.45,2393.00,0.00,844.00,11952.80,0.00,147.05,10.60,22814.68,0.00,97.70
2022-10-09T14:00:00Z,8140.45,2397.00,0.00,844.00,12638.82,0.00,160.65,10.60,22546.11,0.00,97.70
2022-10-09T15:00:00Z,8151.70,2467.83,0.00,857.75,12914.50,0.00,165.80,10.60,22431.99,0.00,93.90
2022-10-09T16:00:00Z,8207.95,2822.00,0.00,895.00,12879.77,0.00,168.80,10.60,22438.85,0.00,93.90
2022-10-09T17:00:00Z,8286.70,2644.50,0.00,896.00,13016.67,0.00,170.10,10.60,22563.12,0.00,93.90
2022-10-09T18:00:00Z,8585.03,2415.33,0.00,971.00,12948.95,0.00,169.60,10.60,22597.61,0.00,94.30
2022-10-09T19:00:00Z,8691.70,2417.00,0.00,971.00,13013.94,0.00,168.60,10.60,22707.84,0.00,94.30
2022-10-09T20:00:00Z,8627.22,2415.83,0.00,971.00,13352.48,0.00,165.60,10.60,22619.76,0.00,94.30
2022-10-09T21:00:00Z,8584.55,2645.00,0.00,971.00,13978.17,0.00,167.00,10.60,22412.98,0.00,94.30
2022-10-09T22:00:00Z,8582.30,2942.00,0.00,1225.42,14201.63,0.00,163.60,10.60,22173.79,0.00,94.30
2022-10-09T23:00:00Z,8582.30,2922.00,0.00,1196.75,14192.00,0.00,154.07,10.60,22192.38,0.00,94.30
2022-10-10T00:00:00Z,8626.88,2922.00,0.00,1069.83,14168.88,0.00,145.82,10.60,22306.23,0.00,91.10
2022-10-10T01:00:00Z,8741.97,2938.00,0.00,980.67,13803.09,0.00,140.50,10.60,22702.68,0.00,94.90
2022-10-10T02:00:00Z,8709.30,2936.00,0.00,848.50,12967.36,0.00,140.56,10.60,22958.16,0.00,94.90
2022-10-10T03:00:00Z,8574.30,2936.00,0.00,703.67,12195.54,0.00,140.56,10.60,23071.97,0.00,94.90
2022-10-10T04:00:00Z,8454.30,2936.00,0.00,567.03,11535.95,0.00,140.58,10.60,23108.28,0.00,94.90
