GMT TIME, Coal Market, Coal Self, Diesel Fuel Oil, Hydro, Natural Gas, Nuclear, Solar, Waste Disposal Services, Wind, Waste Heat, Other
2022-11-04T05:00:00Z,1356.90,3536.00,0.00,553.26,5462.54,0.00,141.25,10.60,28269.35,0.00,93.20
2022-11-04T06:00:00Z,1356.90,3536.00,0.00,553.00,5086.46,0.00,141.24,10.60,27874.38,0.00,93.20
2022-11-04T07:00:00Z,1356.90,3536.00,0.00,553.00,5051.96,0.00,141.27,10.60,27653.49,0.00,92.90
2022-11-04T08:00:00Z,1356.90,3569.42,0.00,537.17,5054.83,0.00,141.17,10.13,27596.14,0.00,92.90
2022-11-04T09:00:00Z,1757.90,4269.00,0.00,534.00,5454.13,0.00,141.21,10.60,27481.22,0.00,96.70
2022-11-04T10:00:00Z,1757.90,4269.00,0.00,534.00,7199.42,0.00,141.21,10.60,27291.25,0.00,97.90
2022-11-04T11:00:00Z,1757.90,4644.00,0.00,941.00,8408.38,0.00,141.25,10.60,27201.20,0.00,93.50
2022-11-04T12:00:00Z,1734.23,4648.00,0.00,962.00,8855.28,0.00,141.09,10.60,26773.48,0.00,104.58
2022-11-04T13:00:00Z,1757.90,4961.67,0.00,1137.00,8798.86,0.00,141.98,10.60,26865.30,0.00,110.70
2022-11-04T14:00:00Z,2863.90,4494.83,0.00,1159.08,8659.68,0.00,167.50,10.60,26796.72,0.00,109.20
2022-11-04T15:00:00Z,2863.90,4617.00,0.00,1152.50,8817.57,0.00,178.25,10.60,27039.94,0.00,109.20
2022-11-04T16:00:00Z,2863.90,4844.00,0.00,1149.00,8934.89,0.00,182.07,10.60,26527.05,0.00,109.20
2022-11-04T17:00:00Z,2863.90,4957.00,0.00,1161.00,8929.16,0.00,189.80,10.60,26163.60,0.00,105.80
2022-11-04T18:00:00Z,2863.90,5038.82,51.73,1148.73,8628.39,0.00,189.20,10.60,25631.01,0.00,106.20
2022-11-04T19:00:00Z,3936.90,3884.00,7.58,1146.00,8699.62,0.00,185.80,10.60,25534.00,0.00,94.90
2022-11-04T20:00:00Z,3936.90,3884.00,33.33,1156.00,8785.49,0.00,186.30,10.60,25366.35,0.00,91.80
2022-11-04T21:00:00Z,3936.90,3884.00,0.00,1171.75,9473.18,0.00,189.40,10.60,25172.20,0.00,93.70
2022-11-04T22:00:00Z,4275.90,3545.00,0.00,1173.00,10668.42,0.00,172.90,10.60,25009.73,0.00,102.50
2022-11-04T23:00:00Z,4275.90,3547.50,0.00,1492.75,11108.51,0.00,144.63,10.60,24938.02,0.00,103.75
2022-11-05T00:00:00Z,4275.90,3545.00,0.00,1599.67,11172.56,0.00,140.90,10.60,24865.54,0.00,102.10
2022-11-05T01:00:00Z,4256.57,3543.00,0.00,1553.00,10860.59,0.00,140.95,10.60,24773.01,0.00,98.98
2022-11-05T02:00:00Z,4217.90,3539.00,0.00,1261.34,9890.39,0.00,140.93,10.60,24749.40,0.00,94.30
2022-11-05T03:00:00Z,4217.90,3537.00,0.00,655.42,9897.17,0.00,141.01,10.60,24604.68,0.00,94.30
2022-11-05T04:00:00Z,4217.90,3537.00,0.00,574.39,9481.92,0.00,140.81,10.60,24427.93,0.00,84.40
