GMT TIME, Coal Market, Coal Self, Diesel Fuel Oil, Hydro, Natural Gas, Nuclear, Solar, Waste Disposal Services, Wind, Waste Heat, Other
2021-03-22T05:00:00Z,3681.08,4068.33,0.00,555.10,4282.52,1930.00,140.00,11.00,21595.61,0.00,50.05
2021-03-22T06:00:00Z,3711.00,4843.33,0.00,572.43,4201.10,1930.00,140.00,11.00,21489.53,0.00,50.18
2021-03-22T07:00:00Z,3738.50,5163.35,0.00,557.43,4077.70,1930.00,140.00,11.00,21487.66,0.00,50.10
2021-03-22T08:00:00Z,3744.00,5504.70,0.00,554.10,4116.95,1930.00,140.00,11.00,21392.78,0.00,50.10
2021-03-22T09:00:00Z,3988.25,5549.37,0.00,554.10,4199.93,1930.00,140.00,11.00,21321.41,0.00,50.10
2021-03-22T10:00:00Z,5545.00,4167.20,0.00,666.02,4417.35,1930.00,140.00,11.00,21313.03,0.00,50.50
2021-03-22T11:00:00Z,6224.00,3591.20,0.00,1397.52,4846.02,1930.00,140.00,11.00,21327.38,0.00,50.50
2021-03-22T12:00:00Z,6224.00,3704.20,0.00,1558.10,5064.69,1930.00,144.90,11.00,21295.79,0.00,50.55
2021-03-22T13:00:00Z,6238.58,3707.20,0.00,1673.10,5204.15,1930.00,145.67,11.00,21401.23,0.00,50.51
2021-03-22T14:00:00Z,6342.00,3708.20,2.29,1704.10,5250.19,1930.00,171.95,11.00,21430.06,0.00,50.51
2021-03-22T15:00:00Z,6262.00,3708.20,5.50,1680.10,5181.56,1930.00,190.00,11.00,21302.53,0.00,50.57
2021-03-22T16:00:00Z,6259.50,3707.20,5.50,1536.77,5050.87,1930.00,192.28,11.00,21342.32,0.00,50.62
2021-03-22T17:00:00Z,6247.00,3706.20,5.50,1480.27,4864.50,1930.00,194.00,11.00,21406.23,0.00,50.61
2021-03-22T18:00:00Z,6302.00,3596.20,5.50,1343.18,5176.19,1930.00,195.32,11.00,21604.40,0.00,50.61
2021-03-22T19:00:00Z,6302.00,3501.20,5.50,1213.10,5314.79,1930.00,194.30,11.00,21881.35,0.00,50.55
2021-03-22T20:00:00Z,6302.00,3501.20,5.50,1213.10,4541.69,1930.00,194.30,11.00,22119.73,0.00,50.60
2021-03-22T21:00:00Z,6302.00,3500.20,0.92,1238.10,3811.53,1930.00,191.20,11.00,22449.06,0.00,50.60
2021-03-22T22:00:00Z,6302.00,3499.20,0.00,1353.38,3791.58,1930.00,190.10,11.00,22483.03,0.00,50.54
2021-03-22T23:00:00Z,6302.00,3808.95,0.00,1488.10,3845.63,1930.00,179.40,11.00,22311.23,0.00,50.43
2021-03-23T00:00:00Z,6302.00,3931.20,0.00,1550.02,3907.68,1930.00,149.83,11.00,22131.72,0.00,50.40
2021-03-23T01:00:00Z,6302.00,3930.20,0.00,1562.27,3893.54,1930.00,140.00,11.00,21928.68,0.00,50.00
2021-03-23T02:00:00Z,6302.00,3833.20,0.00,1338.77,3812.66,1930.00,140.00,11.00,21866.17,0.00,50.00
2021-03-23T03:00:00Z,6302.00,3829.20,0.00,632.28,3781.19,1930.00,140.00,11.00,21869.30,0.00,50.00
2021-03-23T04:00:00Z,6299.42,3826.20,0.00,632.20,3782.93,1930.00,140.00,11.00,21845.61,0.00,50.00
