GMT TIME, Coal Market, Coal Self, Diesel Fuel Oil, Hydro, Natural Gas, Nuclear, Solar, Waste Disposal Services, Wind, Waste Heat, Other
2021-02-28T06:00:00Z,7375.20,6137.70,0.00,578.08,4816.82,2035.00,140.00,7.00,21006.63,0.00,51.12
2021-02-28T07:00:00Z,7328.85,5815.20,0.00,583.00,4374.40,2035.00,140.00,7.00,21168.53,0.00,50.20
2021-02-28T08:00:00Z,7313.40,5978.70,0.00,583.00,4471.40,2035.00,140.00,7.00,21464.91,0.00,50.20
2021-02-28T09:00:00Z,7202.20,6089.90,0.00,573.83,4455.60,2035.00,140.00,7.00,21685.94,0.00,50.26
2021-02-28T10:00:00Z,7202.20,5655.57,0.00,533.00,4458.60,2035.00,140.00,7.00,21799.25,0.00,50.30
2021-02-28T11:00:00Z,7202.20,5438.90,0.00,585.75,4464.10,2035.00,140.00,7.00,21841.03,0.00,50.28
2021-02-28T12:00:00Z,7202.20,5439.90,0.00,1016.00,4437.57,2035.00,140.00,7.00,21836.37,0.00,50.14
2021-02-28T13:00:00Z,7437.20,5160.20,0.00,1028.67,4607.82,2035.00,145.13,7.00,21806.02,0.00,50.19
2021-02-28T14:00:00Z,7548.40,5095.70,0.00,1147.33,4645.65,2035.00,163.41,7.00,21672.94,0.00,50.21
2021-02-28T15:00:00Z,7548.40,4836.70,0.00,1098.33,4538.57,2035.00,197.70,7.00,21595.44,0.00,50.20
2021-02-28T16:00:00Z,7548.40,5092.50,0.00,980.67,4439.40,2035.00,204.20,7.00,21451.76,0.00,50.13
2021-02-28T17:00:00Z,7548.40,5177.70,0.00,970.00,4438.40,2035.00,207.90,7.00,21219.82,0.00,50.20
2021-02-28T18:00:00Z,7548.40,5403.70,0.00,975.00,4868.23,2035.00,209.30,7.00,21230.93,0.00,50.20
2021-02-28T19:00:00Z,7548.40,5515.70,0.00,975.00,5014.33,2035.00,208.90,7.00,21121.73,0.00,50.13
2021-02-28T20:00:00Z,7548.40,5610.70,0.00,1003.67,5273.70,2035.00,210.90,7.00,20993.68,0.00,50.12
2021-02-28T21:00:00Z,7548.40,6039.45,0.00,978.58,5526.18,2035.00,211.80,7.00,20840.28,0.00,50.12
2021-02-28T22:00:00Z,8402.40,5489.70,0.00,987.33,5543.31,2035.00,210.10,7.00,20664.28,0.00,50.12
2021-02-28T23:00:00Z,8848.40,5089.03,0.00,1020.00,5615.55,2035.00,185.70,7.00,20458.78,0.00,50.18
2021-03-01T00:00:00Z,8848.40,5307.70,0.00,1160.00,6000.13,2035.00,146.41,7.44,20383.82,0.00,50.14
2021-03-01T01:00:00Z,8848.40,5306.70,0.00,1160.00,5734.80,2035.00,140.00,10.81,20444.96,0.00,50.20
2021-03-01T02:00:00Z,8852.40,5308.70,0.00,1082.67,5742.41,2035.00,140.00,11.00,20712.93,0.00,50.20
2021-03-01T03:00:00Z,8452.40,5706.70,0.00,1002.00,6158.10,2035.00,140.00,11.00,21053.75,0.00,50.18
2021-03-01T04:00:00Z,8452.40,5670.37,0.00,623.03,6561.02,2035.00,140.00,11.00,21101.47,0.00,50.17
2021-03-01T05:00:00Z,8452.40,5280.70,0.00,591.09,6995.28,2035.00,140.00,11.00,21172.89,0.00,50.12
