GMT TIME, Coal Market, Coal Self, Diesel Fuel Oil, Hydro, Natural Gas, Nuclear, Solar, Waste Disposal Services, Wind, Waste Heat, Other
2021-11-10T06:00:00Z,9129.70,3107.50,0.00,518.10,5632.27,2035.00,140.00,10.00,22513.03,0.00,47.60
2021-11-10T07:00:00Z,8534.70,3285.33,0.00,516.10,4369.71,2035.00,140.00,10.00,22582.97,0.00,49.27
2021-11-10T08:00:00Z,8534.70,3101.00,0.00,516.10,4198.87,2035.00,140.00,10.00,22555.65,0.00,62.60
2021-11-10T09:00:00Z,8534.70,3101.00,0.00,516.10,4198.50,2035.00,140.00,10.00,22663.12,0.00,62.60
2021-11-10T10:00:00Z,8534.70,3167.58,0.00,528.93,4227.63,2035.00,140.00,10.00,22763.40,0.00,62.90
2021-11-10T11:00:00Z,8854.70,3263.00,0.00,592.93,4381.30,2035.00,140.00,10.00,22815.08,0.00,53.00
2021-11-10T12:00:00Z,8907.70,3487.00,0.00,1033.27,4709.88,2035.00,140.00,10.00,22857.11,0.00,54.50
2021-11-10T13:00:00Z,8907.70,3492.00,0.00,1151.43,4652.30,2035.00,145.08,10.00,23060.51,0.00,54.50
2021-11-10T14:00:00Z,8907.70,3493.00,0.00,1169.60,4548.63,2035.00,171.18,10.00,22990.13,0.00,55.10
2021-11-10T15:00:00Z,9062.70,3309.00,0.00,1249.27,5022.36,2035.00,193.00,10.00,22867.14,0.00,56.40
2021-11-10T16:00:00Z,9062.70,3333.75,0.00,1223.10,4511.85,2035.00,196.20,10.00,22725.08,0.00,55.80
2021-11-10T17:00:00Z,9062.70,3339.00,0.00,1041.60,3865.01,2035.00,194.60,10.00,22437.15,0.00,55.80
2021-11-10T18:00:00Z,9058.53,3339.00,0.00,1014.10,3911.70,2035.00,193.10,10.00,22445.90,0.00,55.80
2021-11-10T19:00:00Z,9057.70,3339.00,0.00,828.43,4013.53,2035.00,193.80,10.00,22790.21,0.00,56.40
2021-11-10T20:00:00Z,9057.70,3338.00,0.00,816.10,4002.63,2035.00,194.30,10.00,22900.32,0.00,58.60
2021-11-10T21:00:00Z,9057.70,3119.00,0.00,807.77,3912.58,2035.00,193.30,10.00,23183.98,0.00,56.70
2021-11-10T22:00:00Z,9057.70,3119.00,0.00,814.60,3939.25,2035.00,177.70,11.00,23469.19,0.00,52.60
2021-11-10T23:00:00Z,9057.70,3238.83,38.33,1044.77,4148.07,2035.00,147.69,11.00,23779.50,0.00,51.00
2021-11-11T00:00:00Z,9057.70,3120.00,82.33,1107.88,4318.94,2035.00,140.00,11.00,24141.92,0.00,50.70
2021-11-11T01:00:00Z,9004.70,3355.67,78.83,1041.10,4422.93,2035.00,140.00,10.00,24533.80,0.00,50.70
2021-11-11T02:00:00Z,9004.70,3829.00,52.00,1011.10,4477.21,2035.00,140.00,8.00,24781.59,0.00,50.70
2021-11-11T03:00:00Z,9004.70,3788.00,52.00,710.43,4511.71,2035.00,140.00,6.90,24907.00,0.00,60.70
2021-11-11T04:00:00Z,8509.70,3873.00,52.00,578.12,4585.16,2035.00,140.00,7.00,24738.31,0.00,60.70
2021-11-11T05:00:00Z,8958.03,3156.00,52.00,518.10,4659.79,2035.00,140.00,7.00,24712.31,0.00,60.70
