GMT TIME, Coal Market, Coal Self, Diesel Fuel Oil, Hydro, Natural Gas, Nuclear, Solar, Waste Disposal Services, Wind, Waste Heat, Other
2022-12-01T06:00:00Z,6307.70,4290.99,6.00,225.00,10297.93,2040.00,141.18,12.17,28286.42,0.00,65.40
2022-12-01T07:00:00Z,5968.70,4563.94,6.00,215.00,9717.64,2040.00,141.21,11.00,28537.90,0.00,65.40
2022-12-01T08:00:00Z,5968.70,4225.00,6.00,213.00,9456.90,2040.00,141.36,11.00,28715.97,0.00,75.40
2022-12-01T09:00:00Z,5949.03,4225.00,6.00,213.00,9272.75,2040.00,141.44,11.00,28597.13,0.00,75.40
2022-12-01T10:00:00Z,5848.90,4225.00,6.00,213.00,9347.45,2040.00,141.42,11.00,29087.03,0.00,73.28
2022-12-01T11:00:00Z,5848.30,4320.00,6.00,358.58,9693.74,2040.00,141.40,11.00,29262.30,0.00,70.10
2022-12-01T12:00:00Z,5848.30,4419.99,6.00,1103.00,9648.54,2040.00,141.30,11.00,28806.90,0.00,73.59
2022-12-01T13:00:00Z,5848.30,4446.99,6.00,1228.00,9698.55,2040.00,140.67,12.17,29520.13,0.00,85.50
2022-12-01T14:00:00Z,5607.05,4449.00,6.00,1249.67,9135.31,2040.00,155.40,13.00,29439.00,0.00,90.70
2022-12-01T15:00:00Z,5795.30,4450.00,6.00,1226.58,8767.97,2040.00,193.70,13.00,29478.20,0.00,91.49
2022-12-01T16:00:00Z,5893.63,4450.99,6.00,1136.75,8678.52,2040.00,201.40,13.00,29142.07,0.00,90.05
2022-12-01T17:00:00Z,5913.30,4451.00,6.00,1064.42,8585.24,2040.00,201.80,13.00,29280.30,0.00,91.58
2022-12-01T18:00:00Z,5913.30,4456.00,6.00,1014.25,8351.08,2040.00,199.70,13.00,29061.80,0.00,93.90
2022-12-01T19:00:00Z,5915.70,4305.91,6.00,628.27,8467.74,2040.00,200.10,13.00,28037.45,0.00,90.10
2022-12-01T20:00:00Z,5915.70,4249.79,6.00,547.67,8444.66,2040.00,202.80,13.00,27910.80,0.00,89.90
2022-12-01T21:00:00Z,5915.70,4249.28,6.00,640.00,8332.04,2040.00,200.00,13.00,28628.85,0.00,88.70
2022-12-01T22:00:00Z,5269.70,4908.72,6.00,858.00,8330.59,2040.00,169.10,13.00,29413.10,0.00,88.70
2022-12-01T23:00:00Z,4536.70,4482.37,6.00,918.42,8642.39,2040.00,142.05,13.00,29735.82,0.00,87.50
2022-12-02T00:00:00Z,4536.70,4243.70,6.00,778.00,8513.43,2040.00,140.94,9.76,30005.10,0.00,84.50
2022-12-02T01:00:00Z,4536.70,4240.70,6.00,708.00,8007.81,2040.00,141.00,9.00,30043.33,0.00,79.20
2022-12-02T02:00:00Z,4429.70,4286.20,6.00,728.00,7787.46,2040.00,141.04,9.00,30096.70,0.00,76.60
2022-12-02T03:00:00Z,4429.70,4227.75,6.00,728.00,7091.13,2040.00,141.01,9.00,30099.87,0.00,72.02
2022-12-02T04:00:00Z,4429.70,4227.80,6.00,213.14,6943.89,2040.00,141.02,9.00,30046.52,0.00,71.60
2022-12-02T05:00:00Z,4429.70,4314.39,6.00,213.00,6885.55,2040.00,145.40,9.00,29876.57,0.00,71.60
