BeginDate,GenMw,FuelCategoryRollup,FuelCategory,MarginalFlag
2023-05-03T00:02:56.000-04:00,950,Hydro,Hydro,N
2023-05-03T00:02:56.000-04:00,5418,Natural Gas,Natural Gas,Y
2023-05-03T00:02:56.000-04:00,1245,Nuclear,Nuclear,N
2023-05-03T00:02:56.000-04:00,28,Other,Other,N
2023-05-03T00:02:56.000-04:00,35,Renewables,Landfill Gas,N
2023-05-03T00:02:56.000-04:00,263,Renewables,Refuse,N
2023-05-03T00:02:56.000-04:00,661,Renewables,Wind,N
2023-05-03T00:02:56.000-04:00,148,Renewables,Wood,N
2023-05-03T00:04:37.000-04:00,3,Coal,Coal,N
2023-05-03T00:04:37.000-04:00,949,Hydro,Hydro,N
2023-05-03T00:04:37.000-04:00,5417,Natural Gas,Natural Gas,Y
2023-05-03T00:04:37.000-04:00,1245,Nuclear,Nuclear,N
2023-05-03T00:04:37.000-04:00,28,Other,Other,N
2023-05-03T00:04:37.000-04:00,35,Renewables,Landfill Gas,N
2023-05-03T00:04:37.000-04:00,262,Renewables,Refuse,N
2023-05-03T00:04:37.000-04:00,673,Renewables,Wind,N
2023-05-03T00:04:37.000-04:00,147,Renewables,Wood,N
2023-05-03T00:08:48.000-04:00,2,Coal,Coal,N
2023-05-03T00:08:48.000-04:00,951,Hydro,Hydro,N
2023-05-03T00:08:48.000-04:00,5569,Natural Gas,Natural Gas,Y
2023-05-03T00:08:48.000-04:00,1245,Nuclear,Nuclear,N
2023-05-03T00:08:48.000-04:00,23,Other,Other,N
2023-05-03T00:08:48.000-04:00,35,Renewables,Landfill Gas,N
2023-05-03T00:08:48.000-04:00,258,Renewables,Refuse,N
2023-05-03T00:08:48.000-04:00,686,Renewables,Wind,Y
2023-05-03T00:08:48.000-04:00,149,Renewables,Wood,N
2023-05-03T00:13:59.000-04:00,1,Coal,Coal,N
2023-05-03T00:13:59.000-04:00,946,Hydro,Hydro,N
2023-05-03T00:13:59.000-04:00,5757,Natural Gas,Natural Gas,Y
2023-05-03T00:13:59.000-04:00,1237,Nuclear,Nuclear,N
2023-05-03T00:13:59.000-04:00,35,Renewables,Landfill Gas,N
2023-05-03T00:13:59.000-04:00,261,Renewables,Refuse,N
2023-05-03T00:13:59.000-04:00,698,Renewables,Wind,Y
2023-05-03T00:13:59.000-04:00,149,Renewables,Wood,N
2023-05-03T00:23:26.000-04:00,946,Hydro,Hydro,N
