BeginDate,GenMw,FuelCategoryRollup,FuelCategory,MarginalFlag
2021-10-31T00:03:38.000-04:00,604,Hydro,Hydro,N
2021-10-31T00:03:38.000-04:00,4457,Natural Gas,Natural Gas,Y
2021-10-31T00:03:38.000-04:00,1220,Nuclear,Nuclear,N
2021-10-31T00:03:38.000-04:00,4,Other,Other,N
2021-10-31T00:03:38.000-04:00,34,Renewables,Landfill Gas,N
2021-10-31T00:03:38.000-04:00,347,Renewables,Refuse,N
2021-10-31T00:03:38.000-04:00,0,Renewables,Solar,N
2021-10-31T00:03:38.000-04:00,842,Renewables,Wind,Y
2021-10-31T00:03:38.000-04:00,320,Renewables,Wood,N
2021-10-31T00:11:52.000-04:00,608,Hydro,Hydro,Y
2021-10-31T00:11:52.000-04:00,4494,Natural Gas,Natural Gas,Y
2021-10-31T00:11:52.000-04:00,1222,Nuclear,Nuclear,N
2021-10-31T00:11:52.000-04:00,34,Renewables,Landfill Gas,N
2021-10-31T00:11:52.000-04:00,354,Renewables,Refuse,N
2021-10-31T00:11:52.000-04:00,0,Renewables,Solar,N
2021-10-31T00:11:52.000-04:00,823,Renewables,Wind,Y
2021-10-31T00:11:52.000-04:00,320,Renewables,Wood,N
2021-10-31T00:18:43.000-04:00,606,Hydro,Hydro,Y
2021-10-31T00:18:43.000-04:00,4257,Natural Gas,Natural Gas,Y
2021-10-31T00:18:43.000-04:00,1222,Nuclear,Nuclear,N
2021-10-31T00:18:43.000-04:00,34,Renewables,Landfill Gas,N
2021-10-31T00:18:43.000-04:00,351,Renewables,Refuse,N
2021-10-31T00:18:43.000-04:00,0,Renewables,Solar,N
2021-10-31T00:18:43.000-04:00,829,Renewables,Wind,Y
2021-10-31T00:18:43.000-04:00,321,Renewables,Wood,N
2021-10-31T00:24:52.000-04:00,603,Hydro,Hydro,Y
2021-10-31T00:24:52.000-04:00,4177,Natural Gas,Natural Gas,Y
2021-10-31T00:24:52.000-04:00,1220,Nuclear,Nuclear,N
2021-10-31T00:24:52.000-04:00,34,Renewables,Landfill Gas,N
2021-10-31T00:24:52.000-04:00,356,Renewables,Refuse,N
2021-10-31T00:24:52.000-04:00,0,Renewables,Solar,N
2021-10-31T00:24:52.000-04:00,834,Renewables,Wind,Y
2021-10-31T00:24:52.000-04:00,320,Renewables,Wood,N
2021-10-31T00:37:02.000-04:00,597,Hydro,Hydro,N
2021-10-31T00:37:02.000-04:00,4074,Natural Gas,Natural Gas,Y
2021-10-31T00:37:02.000-04:00,1220,Nuclear,Nuclear,N
2021-10-31T00:37:02.000-04:00,1,Other,Other,N
2021-10-31T00:37:02.000-04:00,34,Renewables,Landfill Gas,N
2021-10-31T00:37:02.000-04:00,354,Renewables,Refuse,N
2021-10-31T00:37:02.000-04:00,0,Renewables,Solar,N
2021-10-31T00:37:02.000-04:00,846,Renewables,Wind,Y
2021-10-31T00:37:02.000-04:00,317,Renewables,Wood,N
2021-10-31T00:47:04.000-04:00,596,Hydro,Hydro,N
2021-10-31T00:47:04.000-04:00,4137,Natural Gas,Natural Gas,Y
2021-10-31T00:47:04.000-04:00,1220,Nuclear,Nuclear,N
2021-10-31T00:47:04.000-04:00,34,Renewables,Landfill Gas,N
2021-10-31T00:47:04.000-04:00,353,Renewables,Refuse,N
2021-10-31T00:47:04.000-04:00,0,Renewables,Solar,N
2021-10-31T00:47:04.000-04:00,849,Renewables,Wind,Y
2021-10-31T00:47:04.000-04:00,317,Renewables,Wood,N
2021-10-31T00:55:18.000-04:00,597,Hydro,Hydro,N
2021-10-31T00:55:18.000-04:00,4237,Natural Gas,Natural Gas,Y
2021-10-31T00:55:18.000-04:00,1222,Nuclear,Nuclear,N
2021-10-31T00:55:18.000-04:00,34,Renewables,Landfill Gas,N
2021-10-31T00:55:18.000-04:00,349,Renewables,Refuse,N
2021-10-31T00:55:18.000-04:00,0,Renewables,Solar,N
2021-10-31T00:55:18.000-04:00,854,Renewables,Wind,Y
2021-10-31T00:55:18.000-04:00,316,Renewables,Wood,N
2021-10-31T01:03:14.000-04:00,587,Hydro,Hydro,N
2021-10-31T01:03:14.000-04:00,4148,Natural Gas,Natural Gas,Y
2021-10-31T01:03:14.000-04:00,1220,Nuclear,Nuclear,N
2021-10-31T01:03:14.000-04:00,9,Other,Other,N
2021-10-31T01:03:14.000-04:00,34,Renewables,Landfill Gas,N
2021-10-31T01:03:14.000-04:00,352,Renewables,Refuse,N
2021-10-31T01:03:14.000-04:00,0,Renewables,Solar,N
2021-10-31T01:03:14.000-04:00,879,Renewables,Wind,Y
2021-10-31T01:03:14.000-04:00,318,Renewables,Wood,N
2021-10-31T01:10:46.000-04:00,592,Hydro,Hydro,N
2021-10-31T01:10:46.000-04:00,4239,Natural Gas,Natural Gas,Y
2021-10-31T01:10:46.000-04:00,1220,Nuclear,Nuclear,N
2021-10-31T01:10:46.000-04:00,34,Renewables,Landfill Gas,N
2021-10-31T01:10:46.000-04:00,358,Renewables,Refuse,N
2021-10-31T01:10:46.000-04:00,0,Renewables,Solar,N
2021-10-31T01:10:46.000-04:00,884,Renewables,Wind,Y
2021-10-31T01:10:46.000-04:00,319,Renewables,Wood,N
2021-10-31T01:17:40.000-04:00,593,Hydro,Hydro,N
2021-10-31T01:17:40.000-04:00,4133,Natural Gas,Natural Gas,Y
