BeginDate,GenMw,FuelCategoryRollup,FuelCategory,MarginalFlag
2021-06-10T00:09:05.000-04:00,321,Hydro,Hydro,N
2021-06-10T00:09:05.000-04:00,7470,Natural Gas,Natural Gas,Y
2021-06-10T00:09:05.000-04:00,3367,Nuclear,Nuclear,N
2021-06-10T00:09:05.000-04:00,6,Other,Other,N
2021-06-10T00:09:05.000-04:00,20,Renewables,Landfill Gas,N
2021-06-10T00:09:05.000-04:00,320,Renewables,Refuse,N
2021-06-10T00:09:05.000-04:00,583,Renewables,Wind,N
2021-06-10T00:09:05.000-04:00,257,Renewables,Wood,N
2021-06-10T00:24:12.000-04:00,319,Hydro,Hydro,N
2021-06-10T00:24:12.000-04:00,7237,Natural Gas,Natural Gas,Y
2021-06-10T00:24:12.000-04:00,3367,Nuclear,Nuclear,N
2021-06-10T00:24:12.000-04:00,2,Other,Other,N
2021-06-10T00:24:12.000-04:00,20,Renewables,Landfill Gas,N
2021-06-10T00:24:12.000-04:00,314,Renewables,Refuse,N
2021-06-10T00:24:12.000-04:00,602,Renewables,Wind,N
2021-06-10T00:24:12.000-04:00,256,Renewables,Wood,N
2021-06-10T00:37:53.000-04:00,311,Hydro,Hydro,N
2021-06-10T00:37:53.000-04:00,7071,Natural Gas,Natural Gas,Y
2021-06-10T00:37:53.000-04:00,3364,Nuclear,Nuclear,N
2021-06-10T00:37:53.000-04:00,2,Other,Other,N
2021-06-10T00:37:53.000-04:00,20,Renewables,Landfill Gas,N
2021-06-10T00:37:53.000-04:00,311,Renewables,Refuse,N
2021-06-10T00:37:53.000-04:00,620,Renewables,Wind,N
2021-06-10T00:37:53.000-04:00,256,Renewables,Wood,N
2021-06-10T00:53:27.000-04:00,311,Hydro,Hydro,N
2021-06-10T00:53:27.000-04:00,7034,Natural Gas,Natural Gas,Y
2021-06-10T00:53:27.000-04:00,3369,Nuclear,Nuclear,N
2021-06-10T00:53:27.000-04:00,16,Other,Other,N
2021-06-10T00:53:27.000-04:00,20,Renewables,Landfill Gas,N
2021-06-10T00:53:27.000-04:00,317,Renewables,Refuse,N
2021-06-10T00:53:27.000-04:00,654,Renewables,Wind,N
2021-06-10T00:53:27.000-04:00,260,Renewables,Wood,N
2021-06-10T01:09:33.000-04:00,303,Hydro,Hydro,N
2021-06-10T01:09:33.000-04:00,6955,Natural Gas,Natural Gas,Y
2021-06-10T01:09:33.000-04:00,3364,Nuclear,Nuclear,N
2021-06-10T01:09:33.000-04:00,20,Other,Other,N
2021-06-10T01:09:33.000-04:00,20,Renewables,Landfill Gas,N
2021-06-10T01:09:33.000-04:00,312,Renewables,Refuse,N
2021-06-10T01:09:33.000-04:00,656,Renewables,Wind,N
2021-06-10T01:09:33.000-04:00,253,Renewables,Wood,N
2021-06-10T01:21:17.000-04:00,291,Hydro,Hydro,N
2021-06-10T01:21:17.000-04:00,6870,Natural Gas,Natural Gas,Y
2021-06-10T01:21:17.000-04:00,3367,Nuclear,Nuclear,N
2021-06-10T01:21:17.000-04:00,29,Other,Other,N
2021-06-10T01:21:17.000-04:00,20,Renewables,Landfill Gas,N
2021-06-10T01:21:17.000-04:00,325,Renewables,Refuse,N
2021-06-10T01:21:17.000-04:00,673,Renewables,Wind,N
2021-06-10T01:21:17.000-04:00,257,Renewables,Wood,N
2021-06-10T01:21:25.000-04:00,291,Hydro,Hydro,N
2021-06-10T01:21:25.000-04:00,6870,Natural Gas,Natural Gas,Y
