BeginDate,GenMw,FuelCategoryRollup,FuelCategory,MarginalFlag
2022-08-08T00:00:41.000-04:00,2,Coal,Coal,N
2022-08-08T00:00:41.000-04:00,287,Hydro,Hydro,N
2022-08-08T00:00:41.000-04:00,10965,Natural Gas,Natural Gas,Y
2022-08-08T00:00:41.000-04:00,3332,Nuclear,Nuclear,N
2022-08-08T00:00:41.000-04:00,1,Oil,Oil,N
2022-08-08T00:00:41.000-04:00,11,Other,Other,N
2022-08-08T00:00:41.000-04:00,34,Renewables,Landfill Gas,N
2022-08-08T00:00:41.000-04:00,281,Renewables,Refuse,N
2022-08-08T00:00:41.000-04:00,218,Renewables,Wind,N
2022-08-08T00:00:41.000-04:00,191,Renewables,Wood,N
2022-08-08T00:08:58.000-04:00,287,Hydro,Hydro,N
2022-08-08T00:08:58.000-04:00,11049,Natural Gas,Natural Gas,Y
2022-08-08T00:08:58.000-04:00,3333,Nuclear,Nuclear,N
2022-08-08T00:08:58.000-04:00,0,Oil,Oil,N
2022-08-08T00:08:58.000-04:00,11,Other,Other,N
2022-08-08T00:08:58.000-04:00,34,Renewables,Landfill Gas,N
2022-08-08T00:08:58.000-04:00,288,Renewables,Refuse,N
2022-08-08T00:08:58.000-04:00,206,Renewables,Wind,N
2022-08-08T00:08:58.000-04:00,193,Renewables,Wood,N
2022-08-08T00:16:48.000-04:00,3,Coal,Coal,N
2022-08-08T00:16:48.000-04:00,289,Hydro,Hydro,N
2022-08-08T00:16:48.000-04:00,10768,Natural Gas,Natural Gas,Y
2022-08-08T00:16:48.000-04:00,3333,Nuclear,Nuclear,N
2022-08-08T00:16:48.000-04:00,1,Oil,Oil,N
2022-08-08T00:16:48.000-04:00,6,Other,Other,N
2022-08-08T00:16:48.000-04:00,35,Renewables,Landfill Gas,N
2022-08-08T00:16:48.000-04:00,280,Renewables,Refuse,N
2022-08-08T00:16:48.000-04:00,250,Renewables,Wind,N
2022-08-08T00:16:48.000-04:00,194,Renewables,Wood,N
2022-08-08T00:22:23.000-04:00,1,Coal,Coal,N
2022-08-08T00:22:23.000-04:00,288,Hydro,Hydro,N
2022-08-08T00:22:23.000-04:00,10670,Natural Gas,Natural Gas,Y
2022-08-08T00:22:23.000-04:00,3331,Nuclear,Nuclear,N
2022-08-08T00:22:23.000-04:00,1,Oil,Oil,N
2022-08-08T00:22:23.000-04:00,6,Other,Other,N
2022-08-08T00:22:23.000-04:00,35,Renewables,Landfill Gas,N
2022-08-08T00:22:23.000-04:00,288,Renewables,Refuse,N
2022-08-08T00:22:23.000-04:00,254,Renewables,Wind,N
2022-08-08T00:22:23.000-04:00,194,Renewables,Wood,N
2022-08-08T00:24:45.000-04:00,288,Hydro,Hydro,N
2022-08-08T00:24:45.000-04:00,10647,Natural Gas,Natural Gas,Y
2022-08-08T00:24:45.000-04:00,3333,Nuclear,Nuclear,N
