BeginDate,GenMw,FuelCategoryRollup,FuelCategory,MarginalFlag
2023-08-08T00:04:17.000-04:00,651,Hydro,Hydro,N
2023-08-08T00:04:17.000-04:00,6013,Natural Gas,Natural Gas,Y
2023-08-08T00:04:17.000-04:00,3288,Nuclear,Nuclear,N
2023-08-08T00:04:17.000-04:00,36,Other,Other,N
2023-08-08T00:04:17.000-04:00,35,Renewables,Landfill Gas,N
2023-08-08T00:04:17.000-04:00,264,Renewables,Refuse,N
2023-08-08T00:04:17.000-04:00,533,Renewables,Wind,Y
2023-08-08T00:04:17.000-04:00,245,Renewables,Wood,Y
2023-08-08T00:09:38.000-04:00,650,Hydro,Hydro,N
2023-08-08T00:09:38.000-04:00,6115,Natural Gas,Natural Gas,Y
2023-08-08T00:09:38.000-04:00,3288,Nuclear,Nuclear,N
2023-08-08T00:09:38.000-04:00,1,Other,Other,N
2023-08-08T00:09:38.000-04:00,35,Renewables,Landfill Gas,N
2023-08-08T00:09:38.000-04:00,266,Renewables,Refuse,N
2023-08-08T00:09:38.000-04:00,538,Renewables,Wind,Y
2023-08-08T00:09:38.000-04:00,243,Renewables,Wood,N
2023-08-08T00:14:21.000-04:00,652,Hydro,Hydro,N
2023-08-08T00:14:21.000-04:00,6000,Natural Gas,Natural Gas,Y
2023-08-08T00:14:21.000-04:00,3289,Nuclear,Nuclear,N
2023-08-08T00:14:21.000-04:00,4,Other,Other,N
2023-08-08T00:14:21.000-04:00,35,Renewables,Landfill Gas,N
2023-08-08T00:14:21.000-04:00,268,Renewables,Refuse,N
2023-08-08T00:14:21.000-04:00,542,Renewables,Wind,Y
2023-08-08T00:14:21.000-04:00,246,Renewables,Wood,N
2023-08-08T00:24:05.000-04:00,649,Hydro,Hydro,N
2023-08-08T00:24:05.000-04:00,5914,Natural Gas,Natural Gas,Y
2023-08-08T00:24:05.000-04:00,3287,Nuclear,Nuclear,N
2023-08-08T00:24:05.000-04:00,1,Other,Other,N
2023-08-08T00:24:05.000-04:00,35,Renewables,Landfill Gas,N
2023-08-08T00:24:05.000-04:00,266,Renewables,Refuse,N
2023-08-08T00:24:05.000-04:00,574,Renewables,Wind,Y
2023-08-08T00:24:05.000-04:00,245,Renewables,Wood,N
2023-08-08T00:28:59.000-04:00,649,Hydro,Hydro,N
2023-08-08T00:28:59.000-04:00,5933,Natural Gas,Natural Gas,Y
2023-08-08T00:28:59.000-04:00,3289,Nuclear,Nuclear,N
2023-08-08T00:28:59.000-04:00,1,Other,Other,N
2023-08-08T00:28:59.000-04:00,35,Renewables,Landfill Gas,N
2023-08-08T00:28:59.000-04:00,271,Renewables,Refuse,N
2023-08-08T00:28:59.000-04:00,578,Renewables,Wind,Y
2023-08-08T00:28:59.000-04:00,246,Renewables,Wood,N
2023-08-08T00:40:43.000-04:00,647,Hydro,Hydro,N
2023-08-08T00:40:43.000-04:00,5685,Natural Gas,Natural Gas,Y
2023-08-08T00:40:43.000-04:00,3286,Nuclear,Nuclear,N
2023-08-08T00:40:43.000-04:00,1,Other,Other,N
2023-08-08T00:40:43.000-04:00,35,Renewables,Landfill Gas,N
2023-08-08T00:40:43.000-04:00,275,Renewables,Refuse,N
2023-08-08T00:40:43.000-04:00,578,Renewables,Wind,Y
2023-08-08T00:40:43.000-04:00,248,Renewables,Wood,N
2023-08-08T00:48:27.000-04:00,649,Hydro,Hydro,N
2023-08-08T00:48:27.000-04:00,5619,Natural Gas,Natural Gas,Y
2023-08-08T00:48:27.000-04:00,3289,Nuclear,Nuclear,N
2023-08-08T00:48:27.000-04:00,1,Other,Other,N
2023-08-08T00:48:27.000-04:00,35,Renewables,Landfill Gas,N
2023-08-08T00:48:27.000-04:00,279,Renewables,Refuse,N
2023-08-08T00:48:27.000-04:00,581,Renewables,Wind,Y
2023-08-08T00:48:27.000-04:00,249,Renewables,Wood,N
2023-08-08T00:51:41.000-04:00,652,Hydro,Hydro,N
2023-08-08T00:51:41.000-04:00,5592,Natural Gas,Natural Gas,Y
2023-08-08T00:51:41.000-04:00,3286,Nuclear,Nuclear,N
2023-08-08T00:51:41.000-04:00,15,Other,Other,N
2023-08-08T00:51:41.000-04:00,35,Renewables,Landfill Gas,N
2023-08-08T00:51:41.000-04:00,272,Renewables,Refuse,N
2023-08-08T00:51:41.000-04:00,576,Renewables,Wind,Y
2023-08-08T00:51:41.000-04:00,249,Renewables,Wood,N
2023-08-08T00:57:20.000-04:00,650,Hydro,Hydro,N
2023-08-08T00:57:20.000-04:00,5790,Natural Gas,Natural Gas,Y
2023-08-08T00:57:20.000-04:00,3287,Nuclear,Nuclear,N
2023-08-08T00:57:20.000-04:00,1,Other,Other,N
2023-08-08T00:57:20.000-04:00,35,Renewables,Landfill Gas,N
2023-08-08T00:57:20.000-04:00,266,Renewables,Refuse,N
2023-08-08T00:57:20.000-04:00,586,Renewables,Wind,Y
2023-08-08T00:57:20.000-04:00,249,Renewables,Wood,N
2023-08-08T01:08:41.000-04:00,655,Hydro,Hydro,N
2023-08-08T01:08:41.000-04:00,5804,Natural Gas,Natural Gas,Y
2023-08-08T01:08:41.000-04:00,3290,Nuclear,Nuclear,N
2023-08-08T01:08:41.000-04:00,6,Other,Other,N
2023-08-08T01:08:41.000-04:00,35,Renewables,Landfill Gas,N
2023-08-08T01:08:41.000-04:00,275,Renewables,Refuse,N
2023-08-08T01:08:41.000-04:00,646,Renewables,Wind,Y
2023-08-08T01:08:41.000-04:00,250,Renewables,Wood,N
2023-08-08T01:13:52.000-04:00,653,Hydro,Hydro,N
2023-08-08T01:13:52.000-04:00,5750,Natural Gas,Natural Gas,Y
2023-08-08T01:13:52.000-04:00,3290,Nuclear,Nuclear,N
2023-08-08T01:13:52.000-04:00,1,Other,Other,N
2023-08-08T01:13:52.000-04:00,35,Renewables,Landfill Gas,N
2023-08-08T01:13:52.000-04:00,271,Renewables,Refuse,N
2023-08-08T01:13:52.000-04:00,657,Renewables,Wind,Y
2023-08-08T01:13:52.000-04:00,251,Renewables,Wood,Y
2023-08-08T01:17:04.000-04:00,1,Coal,Coal,N
2023-08-08T01:17:04.000-04:00,653,Hydro,Hydro,N
2023-08-08T01:17:04.000-04:00,5594,Natural Gas,Natural Gas,Y
2023-08-08T01:17:04.000-04:00,3291,Nuclear,Nuclear,N
