BeginDate,GenMw,FuelCategoryRollup,FuelCategory,MarginalFlag
2023-08-18T00:00:12.000-04:00,715,Hydro,Hydro,N
2023-08-18T00:00:12.000-04:00,6613,Natural Gas,Natural Gas,Y
2023-08-18T00:00:12.000-04:00,3329,Nuclear,Nuclear,N
2023-08-18T00:00:12.000-04:00,32,Other,Other,N
2023-08-18T00:00:12.000-04:00,35,Renewables,Landfill Gas,N
2023-08-18T00:00:12.000-04:00,325,Renewables,Refuse,N
2023-08-18T00:00:12.000-04:00,309,Renewables,Wind,N
2023-08-18T00:00:12.000-04:00,273,Renewables,Wood,N
2023-08-18T00:08:59.000-04:00,713,Hydro,Hydro,N
2023-08-18T00:08:59.000-04:00,6650,Natural Gas,Natural Gas,Y
2023-08-18T00:08:59.000-04:00,3329,Nuclear,Nuclear,N
2023-08-18T00:08:59.000-04:00,1,Other,Other,N
2023-08-18T00:08:59.000-04:00,36,Renewables,Landfill Gas,N
2023-08-18T00:08:59.000-04:00,328,Renewables,Refuse,N
2023-08-18T00:08:59.000-04:00,313,Renewables,Wind,N
2023-08-18T00:08:59.000-04:00,274,Renewables,Wood,N
2023-08-18T00:14:10.000-04:00,712,Hydro,Hydro,N
2023-08-18T00:14:10.000-04:00,6454,Natural Gas,Natural Gas,Y
2023-08-18T00:14:10.000-04:00,3329,Nuclear,Nuclear,N
2023-08-18T00:14:10.000-04:00,1,Other,Other,N
2023-08-18T00:14:10.000-04:00,35,Renewables,Landfill Gas,N
2023-08-18T00:14:10.000-04:00,327,Renewables,Refuse,N
2023-08-18T00:14:10.000-04:00,307,Renewables,Wind,N
2023-08-18T00:14:10.000-04:00,271,Renewables,Wood,N
2023-08-18T00:21:05.000-04:00,712,Hydro,Hydro,N
2023-08-18T00:21:05.000-04:00,6317,Natural Gas,Natural Gas,Y
2023-08-18T00:21:05.000-04:00,3328,Nuclear,Nuclear,N
2023-08-18T00:21:05.000-04:00,5,Other,Other,N
2023-08-18T00:21:05.000-04:00,35,Renewables,Landfill Gas,N
2023-08-18T00:21:05.000-04:00,328,Renewables,Refuse,N
2023-08-18T00:21:05.000-04:00,312,Renewables,Wind,N
2023-08-18T00:21:05.000-04:00,270,Renewables,Wood,N
2023-08-18T00:28:39.000-04:00,703,Hydro,Hydro,N
2023-08-18T00:28:39.000-04:00,6060,Natural Gas,Natural Gas,Y
2023-08-18T00:28:39.000-04:00,3329,Nuclear,Nuclear,N
2023-08-18T00:28:39.000-04:00,3,Other,Other,N
2023-08-18T00:28:39.000-04:00,36,Renewables,Landfill Gas,N
2023-08-18T00:28:39.000-04:00,331,Renewables,Refuse,N
2023-08-18T00:28:39.000-04:00,315,Renewables,Wind,N
2023-08-18T00:28:39.000-04:00,272,Renewables,Wood,N
2023-08-18T00:34:41.000-04:00,704,Hydro,Hydro,N
2023-08-18T00:34:41.000-04:00,6065,Natural Gas,Natural Gas,Y
2023-08-18T00:34:41.000-04:00,3332,Nuclear,Nuclear,N
2023-08-18T00:34:41.000-04:00,1,Other,Other,N
2023-08-18T00:34:41.000-04:00,35,Renewables,Landfill Gas,N
2023-08-18T00:34:41.000-04:00,329,Renewables,Refuse,N
2023-08-18T00:34:41.000-04:00,327,Renewables,Wind,N
2023-08-18T00:34:41.000-04:00,271,Renewables,Wood,N
2023-08-18T00:41:01.000-04:00,704,Hydro,Hydro,N
2023-08-18T00:41:01.000-04:00,6038,Natural Gas,Natural Gas,Y
2023-08-18T00:41:01.000-04:00,3330,Nuclear,Nuclear,N
2023-08-18T00:41:01.000-04:00,2,Other,Other,N
2023-08-18T00:41:01.000-04:00,36,Renewables,Landfill Gas,N
2023-08-18T00:41:01.000-04:00,332,Renewables,Refuse,N
