BeginDate,GenMw,FuelCategoryRollup,FuelCategory,MarginalFlag
2023-07-29T00:00:00.000-04:00,1019,Hydro,Hydro,N
2023-07-29T00:00:00.000-04:00,9175,Natural Gas,Natural Gas,Y
2023-07-29T00:00:00.000-04:00,3327,Nuclear,Nuclear,N
2023-07-29T00:00:00.000-04:00,5,Oil,Oil,N
2023-07-29T00:00:00.000-04:00,17,Other,Other,N
2023-07-29T00:00:00.000-04:00,33,Renewables,Landfill Gas,N
2023-07-29T00:00:00.000-04:00,332,Renewables,Refuse,N
2023-07-29T00:00:00.000-04:00,5,Renewables,Solar,N
2023-07-29T00:00:00.000-04:00,645,Renewables,Wind,N
2023-07-29T00:00:00.000-04:00,302,Renewables,Wood,N
2023-07-29T00:10:43.000-04:00,1021,Hydro,Hydro,N
2023-07-29T00:10:43.000-04:00,9199,Natural Gas,Natural Gas,Y
2023-07-29T00:10:43.000-04:00,3328,Nuclear,Nuclear,N
2023-07-29T00:10:43.000-04:00,4,Other,Other,N
2023-07-29T00:10:43.000-04:00,33,Renewables,Landfill Gas,N
2023-07-29T00:10:43.000-04:00,333,Renewables,Refuse,N
2023-07-29T00:10:43.000-04:00,5,Renewables,Solar,N
2023-07-29T00:10:43.000-04:00,620,Renewables,Wind,N
2023-07-29T00:10:43.000-04:00,301,Renewables,Wood,N
2023-07-29T00:21:28.000-04:00,1023,Hydro,Hydro,N
2023-07-29T00:21:28.000-04:00,9104,Natural Gas,Natural Gas,Y
2023-07-29T00:21:28.000-04:00,3329,Nuclear,Nuclear,N
2023-07-29T00:21:28.000-04:00,1,Other,Other,N
2023-07-29T00:21:28.000-04:00,33,Renewables,Landfill Gas,N
2023-07-29T00:21:28.000-04:00,330,Renewables,Refuse,N
2023-07-29T00:21:28.000-04:00,5,Renewables,Solar,N
2023-07-29T00:21:28.000-04:00,608,Renewables,Wind,N
2023-07-29T00:21:28.000-04:00,300,Renewables,Wood,N
2023-07-29T00:25:05.000-04:00,1019,Hydro,Hydro,N
2023-07-29T00:25:05.000-04:00,9058,Natural Gas,Natural Gas,Y
2023-07-29T00:25:05.000-04:00,3331,Nuclear,Nuclear,N
2023-07-29T00:25:05.000-04:00,1,Other,Other,N
2023-07-29T00:25:05.000-04:00,33,Renewables,Landfill Gas,N
2023-07-29T00:25:05.000-04:00,330,Renewables,Refuse,N
2023-07-29T00:25:05.000-04:00,5,Renewables,Solar,N
2023-07-29T00:25:05.000-04:00,616,Renewables,Wind,N
2023-07-29T00:25:05.000-04:00,299,Renewables,Wood,N
2023-07-29T00:28:24.000-04:00,1020,Hydro,Hydro,N
2023-07-29T00:28:24.000-04:00,8529,Natural Gas,Natural Gas,Y
2023-07-29T00:28:24.000-04:00,3329,Nuclear,Nuclear,N
2023-07-29T00:28:24.000-04:00,17,Other,Other,N
2023-07-29T00:28:24.000-04:00,33,Renewables,Landfill Gas,N
2023-07-29T00:28:24.000-04:00,333,Renewables,Refuse,N
2023-07-29T00:28:24.000-04:00,5,Renewables,Solar,N
2023-07-29T00:28:24.000-04:00,641,Renewables,Wind,N
2023-07-29T00:28:24.000-04:00,298,Renewables,Wood,N
2023-07-29T00:33:22.000-04:00,1020,Hydro,Hydro,N
2023-07-29T00:33:22.000-04:00,8529,Natural Gas,Natural Gas,Y
2023-07-29T00:33:22.000-04:00,3329,Nuclear,Nuclear,N
