BeginDate,GenMw,FuelCategoryRollup,FuelCategory,MarginalFlag
2023-06-06T00:05:05.000-04:00,461,Hydro,Hydro,N
2023-06-06T00:05:05.000-04:00,6179,Natural Gas,Natural Gas,Y
2023-06-06T00:05:05.000-04:00,1246,Nuclear,Nuclear,N
2023-06-06T00:05:05.000-04:00,2,Other,Other,N
2023-06-06T00:05:05.000-04:00,37,Renewables,Landfill Gas,N
2023-06-06T00:05:05.000-04:00,333,Renewables,Refuse,N
2023-06-06T00:05:05.000-04:00,660,Renewables,Wind,N
2023-06-06T00:05:05.000-04:00,203,Renewables,Wood,N
2023-06-06T00:15:26.000-04:00,460,Hydro,Hydro,N
2023-06-06T00:15:26.000-04:00,6386,Natural Gas,Natural Gas,Y
2023-06-06T00:15:26.000-04:00,1245,Nuclear,Nuclear,N
2023-06-06T00:15:26.000-04:00,0,Other,Other,N
2023-06-06T00:15:26.000-04:00,37,Renewables,Landfill Gas,N
2023-06-06T00:15:26.000-04:00,330,Renewables,Refuse,N
2023-06-06T00:15:26.000-04:00,676,Renewables,Wind,N
2023-06-06T00:15:26.000-04:00,206,Renewables,Wood,N
2023-06-06T00:24:41.000-04:00,459,Hydro,Hydro,N
2023-06-06T00:24:41.000-04:00,6181,Natural Gas,Natural Gas,Y
2023-06-06T00:24:41.000-04:00,1243,Nuclear,Nuclear,N
2023-06-06T00:24:41.000-04:00,2,Other,Other,N
2023-06-06T00:24:41.000-04:00,37,Renewables,Landfill Gas,N
2023-06-06T00:24:41.000-04:00,327,Renewables,Refuse,N
2023-06-06T00:24:41.000-04:00,669,Renewables,Wind,N
2023-06-06T00:24:41.000-04:00,203,Renewables,Wood,N
2023-06-06T00:32:55.000-04:00,460,Hydro,Hydro,N
2023-06-06T00:32:55.000-04:00,6067,Natural Gas,Natural Gas,Y
2023-06-06T00:32:55.000-04:00,1246,Nuclear,Nuclear,N
2023-06-06T00:32:55.000-04:00,0,Other,Other,N
2023-06-06T00:32:55.000-04:00,37,Renewables,Landfill Gas,N
2023-06-06T00:32:55.000-04:00,333,Renewables,Refuse,N
2023-06-06T00:32:55.000-04:00,665,Renewables,Wind,N
2023-06-06T00:32:55.000-04:00,204,Renewables,Wood,N
2023-06-06T00:41:54.000-04:00,458,Hydro,Hydro,N
2023-06-06T00:41:54.000-04:00,5747,Natural Gas,Natural Gas,Y
2023-06-06T00:41:54.000-04:00,1245,Nuclear,Nuclear,N
2023-06-06T00:41:54.000-04:00,13,Other,Other,N
2023-06-06T00:41:54.000-04:00,37,Renewables,Landfill Gas,N
2023-06-06T00:41:54.000-04:00,335,Renewables,Refuse,N
2023-06-06T00:41:54.000-04:00,673,Renewables,Wind,N
2023-06-06T00:41:54.000-04:00,202,Renewables,Wood,N
2023-06-06T00:50:51.000-04:00,460,Hydro,Hydro,N
2023-06-06T00:50:51.000-04:00,5698,Natural Gas,Natural Gas,Y
2023-06-06T00:50:51.000-04:00,1246,Nuclear,Nuclear,N
2023-06-06T00:50:51.000-04:00,7,Other,Other,N
2023-06-06T00:50:51.000-04:00,37,Renewables,Landfill Gas,N
2023-06-06T00:50:51.000-04:00,327,Renewables,Refuse,N
2023-06-06T00:50:51.000-04:00,691,Renewables,Wind,Y
2023-06-06T00:50:51.000-04:00,204,Renewables,Wood,N
2023-06-06T01:00:40.000-04:00,457,Hydro,Hydro,N
2023-06-06T01:00:40.000-04:00,5698,Natural Gas,Natural Gas,Y
2023-06-06T01:00:40.000-04:00,1246,Nuclear,Nuclear,N
2023-06-06T01:00:40.000-04:00,1,Other,Other,N
2023-06-06T01:00:40.000-04:00,37,Renewables,Landfill Gas,N
2023-06-06T01:00:40.000-04:00,332,Renewables,Refuse,N
2023-06-06T01:00:40.000-04:00,679,Renewables,Wind,N
2023-06-06T01:00:40.000-04:00,203,Renewables,Wood,N
2023-06-06T01:10:48.000-04:00,459,Hydro,Hydro,N
2023-06-06T01:10:48.000-04:00,5641,Natural Gas,Natural Gas,Y
